product_id,legacy_product_code,sku,product_name,brand,department,category,supplier_id,launch_date,discontinue_date,standard_cost,list_price,product_status
PRD-00350,LEG-100349,AUR-000350,Mira Computer Product 350,Pulse,Electronics & Accessories,Computer Accessories,SUP-049,2021-11-09,,22.1,28.46,Active
PRD-00351,LEG-100350,AUR-000351,Solara Men's Product 351,Nova,Fashion & Accessories,Men's Clothing,SUP-023,2020-05-23,,75.67,121.63,Active
PRD-00352,LEG-100351,AUR-000352,Luma Travel Product 352,Vela,Sport & Lifestyle,Travel,SUP-001,2025-03-17,2026-09-12,40.97,60.87,Discontinued
PRD-00353,LEG-100352,AUR-000353,Mira Footwear Product 353,Pulse,Fashion & Accessories,Footwear,SUP-069,2025-03-14,,16.23,23.02,Active
PRD-00354,LEG-100353,AUR-000354,Vela Haircare Product 354,Mira,Beauty & Personal Care,Haircare,SUP-045,2021-03-30,,24.81,31.6,Active
PRD-00355,LEG-100354,AUR-000355,Vela Kitchen Product 355,Nova,Home & Living,Kitchen,SUP-005,2020-10-31,,106.88,208.39,Active
PRD-00356,LEG-100355,AUR-000356,Vela Skincare Product 356,Vela,Beauty & Personal Care,Skincare,SUP-009,2026-05-31,,17.75,22.96,Active
PRD-00357,LEG-100356,AUR-000357,Mira Women's Product 357,Aurelia Select,Fashion & Accessories,Women's Clothing,SUP-032,2026-05-05,,80.58,130.2,Active
PRD-00358,LEG-100357,AUR-000358,Mira Bags Product 358,Vela,Fashion & Accessories,Bags,SUP-070,2025-11-27,,128.8,200.83,Active
PRD-00359,LEG-100358,AUR-000359,Luma Furniture Product 359,Orion,Home & Living,Furniture,SUP-030,2021-04-12,2022-08-26,48.65,70.9,Discontinued
PRD-00360,LEG-100359,AUR-000360,Solara Sports Product 360,Vela,Sport & Lifestyle,Sports Accessories,SUP-039,2024-10-04,,25.52,48.02,Active
PRD-00361,LEG-100360,AUR-000361,Pulse Home Product 361,Orion,Home & Living,Home Décor,SUP-036,2022-12-06,,153.57,190.3,Active
PRD-00362,LEG-100361,AUR-000362,Pulse Men's Product 362,Mira,Fashion & Accessories,Men's Clothing,SUP-007,2025-05-17,,14.73,32.1,Active
PRD-00363,LEG-100362,AUR-000363,Solara Computer Product 363,Pulse,Electronics & Accessories,Computer Accessories,SUP-053,2021-06-08,,81.69,178.18,Active
PRD-00364,LEG-100363,AUR-000364,Pulse Kitchen Product 364,Luma,Home & Living,Kitchen,SUP-069,2026-02-17,,43.52,57.02,Active
PRD-00365,LEG-100364,AUR-000365,Vela Haircare Product 365,Orion,Beauty & Personal Care,Haircare,SUP-019,2020-05-31,,88.79,184.06,Active
PRD-00366,LEG-100365,AUR-000366,Pulse Skincare Product 366,Pulse,Beauty & Personal Care,Skincare,SUP-068,2023-05-02,,54.26,72.81,Active
PRD-00367,LEG-100366,AUR-000367,Vela Bedding Product 367,Orion,Home & Living,bedding,SUP-027,2025-04-05,,18.22,38.85,Active
PRD-00368,LEG-100367,AUR-000368,Mira Audio Product 368,Solara,Electronics & Accessories,Audio,SUP-012,2022-09-04,,30.07,40.83,Active
PRD-00369,LEG-100368,AUR-000369,Aurelia Select Outdoor Product 369,Orion,Sport & Lifestyle,Outdoor,SUP-049,2022-11-16,,55.68,104.11,Active
PRD-00370,LEG-100369,AUR-000370,Nova Fitness Product 370,Vela,Sport & Lifestyle,Fitness,SUP-028,2021-03-21,,71.76,102.32,Active
PRD-00371,LEG-100370,AUR-000371,Solara Haircare Product 371,Orion,Beauty & Personal Care,Haircare,SUP-002,2024-04-16,,97.23,132.22,Active
PRD-00372,LEG-100371,AUR-000372,Nova Home Product 372,Mira,Home & Living,Home Décor,SUP-032,2025-01-05,2025-12-05,92.01,194.34,Discontinued
PRD-00373,LEG-100372,AUR-000373,Pulse Outdoor Product 373,Vela,Sport & Lifestyle,Outdoor,SUP-042,2020-03-16,,17.38,27.68,Active
PRD-00374,LEG-100373,AUR-000374,Mira Computer Product 374,Solara,Electronics & Accessories,Computer Accessories,SUP-040,2023-05-04,,6.9,10.78,Active
PRD-00375,LEG-100374,AUR-000375,Mira Chargers Product 375,Mira,Electronics & Accessories,Chargers,SUP-013,2024-10-27,,34.29,43.11,Active
PRD-00376,LEG-100375,AUR-000376,Vela Fragrance Product 376,Solara,Beauty & Personal Care,Fragrance,SUP-041,2023-11-24,,49.36,61.61,Active
PRD-00377,LEG-100376,AUR-000377,Vela Skincare Product 377,Luma ,Beauty & Personal Care,Skincare,SUP-003,2021-11-09,2023-06-01,157.83,323.29,Discontinued
PRD-00378,LEG-100377,AUR-000378,Orion Computer Product 378,Luma,Electronics & Accessories,Computer Accessories,SUP-026,2024-11-29,,78.02,134.47,Active
PRD-00379,LEG-100378,AUR-000379,Pulse Smart Product 379,Vela,Electronics & Accessories,Smart Devices,SUP-064,2025-02-19,,50.4,100.17,Active
PRD-00380,LEG-100379,AUR-000380,Orion Sports Product 380,Mira,Sport & Lifestyle,Sports Accessories,SUP-063,2025-02-10,,190.51,331.41,Active
PRD-00381,LEG-100380,AUR-000381,Solara Haircare Product 381,Luma,Beauty & Personal Care,Haircare,SUP-018,2024-05-31,,30.04,45.32,Active
PRD-00382,LEG-100381,AUR-000382,Luma Travel Product 382,Aurelia Select,Sport & Lifestyle,Travel,SUP-068,2023-03-21,,56.16,102.58,Active
PRD-00383,LEG-100382,AUR-000383,Aurelia Select Women's Product 383,Aurelia Select,Fashion & Accessories,Women's Clothing,SUP-053,2023-01-08,,15.84,20.53,Active
PRD-00384,LEG-100383,AUR-000384,Nova Home Product 384,Luma,Home & Living,Home Décor,SUP-002,2021-06-23,,54.09,99.52,Active
PRD-00385,LEG-100384,AUR-000385,Solara Bedding Product 385,Aurelia Select,Home & Living,Bedding,SUP-062,2025-11-17,,236.8,507.86,Active
PRD-00386,LEG-100385,AUR-000386,Aurelia Select Skincare Product 386,Pulse,Beauty & Personal Care,Skincare,SUP-002,2022-02-26,,180.21,253.02,Active
PRD-00387,LEG-100386,AUR-000387,Orion Footwear Product 387,Aurelia Select,Fashion & Accessories,Footwear,SUP-065,2023-06-24,,68.78,123.27,Active
PRD-00388,LEG-100387,AUR-000388,Nova Haircare Product 388,Nova,Beauty & Personal Care,Haircare,SUP-068,2025-04-09,,100.95,157.0,Active
PRD-00389,LEG-100388,AUR-000389,Vela Home Product 389,Orion,Home & Living,Home Décor,SUP-046,2020-12-19,,35.47,45.89,Active
PRD-00390,LEG-100389,AUR-000390,Nova Computer Product 390,Solara,Electronics & Accessories,Computer Accessories,SUP-052,2022-10-11,,25.79,32.47,Active
PRD-00391,LEG-100390,AUR-000391,Vela Haircare Product 391,Orion,Beauty & Personal Care,Haircare,SUP-011,2023-02-28,,24.41,47.08,Active
PRD-00392,LEG-100391,AUR-000392,Pulse Women's Product 392,Pulse,Fashion & Accessories,Women's Clothing,SUP-049,2022-03-26,,36.73,50.25,Active
PRD-00393,LEG-100392,AUR-000393,Aurelia Select Travel Product 393,Aurelia Select,Sport & Lifestyle,Travel,SUP-022,2022-05-15,,47.08,69.75,Active
PRD-00394,LEG-100393,AUR-000394,Pulse Bags Product 394,Solara,Fashion & Accessories,Bags,SUP-013,2021-03-16,,52.97,75.26,Active
PRD-00395,LEG-100394,AUR-000395,Vela Fitness Product 395,Vela,Sport & Lifestyle,Fitness,SUP-061,2021-10-16,,80.13,113.2,Active
PRD-00396,LEG-100395,AUR-000396,Nova Audio Product 396,Orion,Electronics & Accessories,Audio,SUP-070,2020-05-21,,16.82,31.28,Active
PRD-00397,LEG-100396,AUR-000397,Luma Fitness Product 397,Solara,Sport & Lifestyle,Fitness,SUP-003,2026-02-10,,43.79,87.73,Active
PRD-00398,LEG-100397,AUR-000398,Pulse Home Product 398,Nova,Home & Living,Home Décor,SUP-039,2025-06-20,,7.97,16.23,Active
PRD-00399,LEG-100398,AUR-000399,Pulse Home Product 399,Solara,Home & Living,Home Décor,SUP-050,2025-12-20,2027-10-07,116.19,147.08,Discontinued
PRD-00400,LEG-100399,AUR-000400,Solara Furniture Product 400,Aurelia Select,Home & Living,Furniture,SUP-013,2023-02-19,,84.11,125.67,Active
PRD-00401,LEG-100400,AUR-000401,Nova Haircare Product 401,Solara,Beauty & Personal Care,Haircare,SUP-051,2026-07-02,,108.53,212.62,Active
PRD-00402,LEG-100401,AUR-000402,Orion Audio Product 402,Mira,Electronics & Accessories,Audio,SUP-063,2020-09-17,,92.25,182.2,Active
PRD-00403,LEG-100402,AUR-000403,Pulse Kitchen Product 403,Pulse,Home & Living,Kitchen,SUP-024,2021-01-19,,157.82,321.6,Active
PRD-00404,LEG-100403,AUR-000404,Nova Travel Product 404,Orion,Sport & Lifestyle,Travel,SUP-032,2022-01-24,,50.73,85.17,Active
PRD-00405,LEG-100404,AUR-000405,Orion Women's Product 405,Luma,Fashion & Accessories,Women's Clothing,SUP-049,2024-01-15,,15.7,25.57,Active
PRD-00406,LEG-100405,AUR-000406,Solara Bedding Product 406,Solara,Home & Living,Bedding,SUP-014,2021-12-12,,18.23,22.83,Active
PRD-00407,LEG-100406,AUR-000407,Orion Women's Product 407,Mira,Fashion & Accessories,Women's Clothing,SUP-047,2020-01-08,,42.27,82.67,Active
PRD-00408,LEG-100407,AUR-000408,Luma Audio Product 408,Nova,Electronics & Accessories,Audio,SUP-024,2024-06-23,,93.7,180.34,Active
PRD-00409,LEG-100408,AUR-000409,Pulse Cosmetics Product 409,Nova,Beauty & Personal Care,Cosmetics,SUP-004,2021-12-19,,41.49,54.02,Active
PRD-00410,LEG-100409,AUR-000410,Nova Footwear Product 410,Solara,Fashion & Accessories,Footwear,SUP-050,2024-06-14,,28.27,39.39,Active
PRD-00411,LEG-100410,AUR-000411,Pulse Footwear Product 411,Pulse,Fashion & Accessories,Footwear,SUP-011,2026-06-24,,61.16,92.53,Active
PRD-00412,LEG-100411,AUR-000412,Luma Outdoor Product 412,Pulse,Sport & Lifestyle,Outdoor,SUP-022,2022-11-04,,46.81,87.59,Active
PRD-00413,LEG-100412,AUR-000413,Orion Kitchen Product 413,Orion,Home & Living,Kitchen,SUP-064,2024-06-11,,19.74,26.63,Active
PRD-00414,LEG-100413,AUR-000414,Luma Furniture Product 414,Pulse,Home & Living,Furniture,SUP-036,2020-01-11,,11.59,14.38,Active
PRD-00415,LEG-100414,AUR-000415,Mira Fragrance Product 415,Nova,Beauty & Personal Care,Fragrance,SUP-047,2025-01-16,,49.05,94.27,Active
PRD-00416,LEG-100415,AUR-000416,Mira Smart Product 416,Vela,Electronics & Accessories,Smart Devices,SUP-059,2020-08-01,,17.56,25.72,Active
PRD-00417,LEG-100416,AUR-000417,Orion Men's Product 417,Aurelia Select,Fashion & Accessories,Men's Clothing,SUP-051,2022-11-10,,27.4,41.0,Active
PRD-00418,LEG-100417,AUR-000418,Solara Computer Product 418,Mira,Electronics & Accessories,Computer Accessories,SUP-043,2023-02-24,,48.34,85.63,Active
PRD-00419,LEG-100418,AUR-000419,Orion Haircare Product 419,Solara,Beauty & Personal Care,Haircare,SUP-026,2021-08-06,,74.95,111.73,Active
PRD-00420,LEG-100419,AUR-000420,Luma Fragrance Product 420,Pulse,Beauty & Personal Care,Fragrance,SUP-041,2026-01-25,2027-06-28,25.86,47.82,Discontinued
PRD-00421,LEG-100420,AUR-000421,Vela Computer Product 421,Solara,Electronics & Accessories,Computer Accessories,SUP-049,2023-01-28,,20.18,26.86,Active
PRD-00422,LEG-100421,AUR-000422,Solara Computer Product 422,Nova,Electronics & Accessories,Computer Accessories,SUP-026,2021-05-23,,77.92,148.29,Active
PRD-00423,LEG-100422,AUR-000423,Aurelia Select Outdoor Product 423,Mira,Sport & Lifestyle,Outdoor,SUP-027,2025-12-18,,66.8,92.97,Active
PRD-00424,LEG-100423,AUR-000424,Nova Fragrance Product 424,Pulse,Beauty & Personal Care,Fragrance,SUP-064,2023-05-17,,57.69,122.53,Active
PRD-00425,LEG-100424,AUR-000425,Vela Kitchen Product 425,Orion,Home & Living,Kitchen,SUP-020,2022-08-22,2023-04-28,15.74,23.41,Discontinued
PRD-00426,LEG-100425,AUR-000426,Nova Cosmetics Product 426,Mira,Beauty & Personal Care,Cosmetics,SUP-062,2021-01-23,,56.41,106.36,Active
PRD-00427,LEG-100426,AUR-000427,Pulse Travel Product 427,Aurelia Select,Sport & Lifestyle,Travel,SUP-047,2021-08-18,,62.47,123.67,Active
PRD-00428,LEG-100427,AUR-000428,Nova Fitness Product 428,Vela,Sport & Lifestyle,Fitness,SUP-046,2025-07-29,,70.99,142.25,Active
PRD-00429,LEG-100428,AUR-000429,Pulse Furniture Product 429,Solara,Home & Living,Furniture,SUP-056,2023-12-17,,30.52,56.65,Active
PRD-00430,LEG-100429,AUR-000430,Nova Women's Product 430,Orion ,Fashion & Accessories,Women's Clothing,SUP-029,2020-11-03,,116.65,211.89,Active
PRD-00431,LEG-100430,AUR-000431,Mira Outdoor Product 431,Solara,Sport & Lifestyle,Outdoor,SUP-051,2026-06-20,,54.92,87.89,Active
PRD-00432,LEG-100431,AUR-000432,Solara Haircare Product 432,Aurelia Select,Beauty & Personal Care,Haircare,SUP-062,2024-11-22,,10.08,12.98,Active
PRD-00433,LEG-100432,AUR-000433,Pulse Footwear Product 433,Nova,Fashion & Accessories,Footwear,SUP-015,2023-04-27,,56.68,89.54,Active
PRD-00434,LEG-100433,AUR-000434,Orion Kitchen Product 434,Solara,Home & Living,Kitchen,SUP-059,2023-10-30,,33.59,69.66,Active
PRD-00435,LEG-100434,AUR-000435,Solara Bedding Product 435,Mira,Home & Living,Bedding,SUP-013,2021-08-30,,79.47,139.63,Active
PRD-00436,LEG-100435,AUR-000436,Solara Cosmetics Product 436,Nova,Beauty & Personal Care,Cosmetics,SUP-039,2023-06-09,,71.66,154.25,Active
PRD-00437,LEG-100436,AUR-000437,Aurelia Select Women's Product 437,Solara,Fashion & Accessories,Women's Clothing,SUP-014,2022-07-30,,59.74,131.06,Active
PRD-00438,LEG-100437,AUR-000438,Luma Home Product 438,Luma,Home & Living,Home Décor,SUP-043,2022-04-24,2024-02-22,192.25,422.58,Discontinued
PRD-00439,LEG-100438,AUR-000439,Mira Travel Product 439,Vela,Sport & Lifestyle,Travel,SUP-052,2022-09-16,,54.67,76.48,Active
PRD-00440,LEG-100439,AUR-000440,Pulse Home Product 440,Pulse,Home & Living,Home Décor,SUP-004,2023-02-26,,51.29,112.13,Active
PRD-00441,LEG-100440,AUR-000441,Mira Outdoor Product 441,Pulse,Sport & Lifestyle,Outdoor,SUP-050,2025-10-21,,46.56,66.96,Active
PRD-00442,LEG-100441,AUR-000442,Vela Men's Product 442,Orion,Fashion & Accessories,Men's Clothing,SUP-009,2026-03-25,,70.47,137.35,Active
PRD-00443,LEG-100442,AUR-000443,Luma Fitness Product 443,Solara,Sport & Lifestyle,Fitness,SUP-042,2020-02-28,,26.63,43.56,Active
PRD-00444,LEG-100443,AUR-000444,Nova Bedding Product 444,Orion,Home & Living,Bedding,SUP-063,2025-05-17,2027-10-23,34.9,50.49,Discontinued
PRD-00445,LEG-100444,AUR-000445,Pulse Sports Product 445,Pulse,Sport & Lifestyle,Sports Accessories,SUP-015,2025-09-12,,49.45,105.15,Active
PRD-00446,LEG-100445,AUR-000446,Mira Chargers Product 446,Luma,Electronics & Accessories,Chargers,SUP-039,2020-05-02,,48.98,98.08,Active
PRD-00447,LEG-100446,AUR-000447,Luma Fitness Product 447,Solara,Sport & Lifestyle,Fitness,SUP-016,2023-08-07,,61.86,83.58,Active
PRD-00448,LEG-100447,AUR-000448,Nova Kitchen Product 448,Luma,Home & Living,Kitchen,SUP-048,2023-06-29,2024-09-30,287.79,391.75,Discontinued
PRD-00449,LEG-100448,AUR-000449,Pulse Bedding Product 449,Luma,Home & Living,Bedding,SUP-050,2026-04-19,,38.65,66.09,Active
PRD-00450,LEG-100449,AUR-000450,Mira Haircare Product 450,Luma,Beauty & Personal Care,Haircare,SUP-022,2020-10-22,,64.44,100.09,Active
PRD-00451,LEG-100450,AUR-000451,Luma Fragrance Product 451,Luma ,Beauty & Personal Care,Fragrance,SUP-041,2022-12-14,,111.88,227.67,Active
PRD-00452,LEG-100451,AUR-000452,Solara Skincare Product 452,Aurelia Select,Beauty & Personal Care,Skincare,SUP-063,2020-11-04,,11.1,18.32,Active
PRD-00453,LEG-100452,AUR-000453,Pulse Home Product 453,Mira,Home & Living,Home Décor,SUP-053,2020-12-04,,59.66,124.57,Active
PRD-00454,LEG-100453,AUR-000454,Mira Cosmetics Product 454,Mira,Beauty & Personal Care,Cosmetics,SUP-022,2020-11-15,,83.46,112.54,Active
PRD-00455,LEG-100454,AUR-000455,Vela Women's Product 455,Orion,Fashion & Accessories,Women's Clothing,SUP-005,2020-08-04,2021-02-24,34.33,75.66,Discontinued
PRD-00456,LEG-100455,AUR-000456,Orion Smart Product 456,Luma,Electronics & Accessories,Smart Devices,SUP-059,2020-11-14,,28.27,46.7,Active
PRD-00457,LEG-100456,AUR-000457,Nova Travel Product 457,Nova,Sport & Lifestyle,Travel,SUP-035,2022-01-08,,56.05,113.56,Active
PRD-00458,LEG-100457,AUR-000458,Aurelia Select Sports Product 458,Mira,Sport & Lifestyle,Sports Accessories,SUP-070,2024-03-12,,19.9,30.4,Active
PRD-00459,LEG-100458,AUR-000459,Nova Bedding Product 459,Vela,Home & Living,Bedding,SUP-039,2022-10-06,,20.95,27.67,Active
PRD-00460,LEG-100459,AUR-000460,Orion Bags Product 460,Solara,Fashion & Accessories,Bags,SUP-012,2025-03-26,,41.59,57.07,Active
PRD-00461,LEG-100460,AUR-000461,Vela Skincare Product 461,Vela,Beauty & Personal Care,Skincare,SUP-045,2024-03-30,2026-08-29,21.8,38.5,Discontinued
PRD-00462,LEG-100461,AUR-000462,Luma Travel Product 462,Luma,Sport & Lifestyle,Travel,SUP-027,2024-12-11,,68.01,96.31,Active
PRD-00463,LEG-100462,AUR-000463,Solara Furniture Product 463,Orion,Home & Living,Furniture,SUP-069,2021-06-03,,35.4,49.8,Active
PRD-00464,LEG-100463,AUR-000464,Orion Kitchen Product 464,Orion,Home & Living,Kitchen,SUP-035,2021-11-13,,117.85,191.66,Active
PRD-00465,LEG-100464,AUR-000465,Luma Fitness Product 465,Pulse,Sport & Lifestyle,Fitness,SUP-008,2024-02-01,,26.54,34.46,Active
PRD-00466,LEG-100465,AUR-000466,Luma Smart Product 466,Vela,Electronics & Accessories,Smart Devices,SUP-019,2024-01-02,,31.68,55.83,Active
PRD-00467,LEG-100466,AUR-000467,Pulse Smart Product 467,Mira,Electronics & Accessories,Smart Devices,SUP-019,2020-06-26,,49.35,62.64,Active
PRD-00468,LEG-100467,AUR-000468,Pulse Sports Product 468,Pulse,Sport & Lifestyle,Sports Accessories,SUP-058,2025-01-24,,28.72,52.68,Active
PRD-00469,LEG-100468,AUR-000469,Pulse Women's Product 469,Orion,Fashion & Accessories,Women's Clothing,SUP-048,2021-07-22,,39.81,73.9,Active
PRD-00470,LEG-100469,AUR-000470,Solara Cosmetics Product 470,Aurelia Select,Beauty & Personal Care,Cosmetics,SUP-012,2024-09-27,,180.24,305.12,Active
PRD-00471,LEG-100470,AUR-000471,Nova Fragrance Product 471,Pulse,Beauty & Personal Care,fragrance,SUP-028,2026-02-05,,63.27,105.94,Active
PRD-00472,LEG-100471,AUR-000472,Mira Haircare Product 472,Orion,Beauty & Personal Care,Haircare,SUP-042,2024-05-23,,96.2,152.89,Active
PRD-00473,LEG-100472,AUR-000473,Luma Chargers Product 473,Mira,Electronics & Accessories,Chargers,SUP-044,2023-03-01,,88.36,136.63,Active
PRD-00474,LEG-100473,AUR-000474,Nova Women's Product 474,Mira,Fashion & Accessories,Women's Clothing,SUP-003,2022-10-19,2023-10-11,17.91,23.79,Discontinued
PRD-00475,LEG-100474,AUR-000475,Mira Men's Product 475,Mira,Fashion & Accessories,Men's Clothing,SUP-001,2022-05-29,,54.3,82.25,Active
PRD-00476,LEG-100475,AUR-000476,Luma Haircare Product 476,Orion,Beauty & Personal Care,Haircare,SUP-021,2025-01-20,,43.47,71.36,Active
PRD-00477,LEG-100476,AUR-000477,Solara Audio Product 477,Orion,Electronics & Accessories,Audio,SUP-011,2022-08-22,,36.8,48.55,Active
PRD-00478,LEG-100477,AUR-000478,Aurelia Select Smart Product 478,Pulse,Electronics & Accessories,Smart Devices,SUP-040,2024-02-12,,44.12,66.1,Active
PRD-00479,LEG-100478,AUR-000479,Nova Bedding Product 479,Nova,Home & Living,Bedding,SUP-001,2026-03-16,,14.23,29.35,Active
PRD-00480,LEG-100479,AUR-000480,Nova Bedding Product 480,Luma,Home & Living,Bedding,SUP-029,2023-04-15,,106.97,237.47,Active
PRD-00481,LEG-100480,AUR-000481,Aurelia Select Travel Product 481,Aurelia Select,Sport & Lifestyle,Travel,SUP-044,2024-06-25,,66.13,90.92,Active
PRD-00482,LEG-100481,AUR-000482,Luma Bags Product 482,Mira,Fashion & Accessories,Bags,SUP-010,2021-09-22,,86.93,191.64,Active
PRD-00483,LEG-100482,AUR-000483,Nova Bedding Product 483,Nova,Home & Living,Bedding,SUP-014,2022-08-22,,45.49,90.65,Active
PRD-00484,LEG-100483,AUR-000484,Orion Chargers Product 484,Luma,Electronics & Accessories,Chargers,SUP-049,2026-02-17,,85.73,167.49,Active
PRD-00485,LEG-100484,AUR-000485,Nova Home Product 485,Aurelia Select,Home & Living,Home Décor,SUP-022,2022-12-13,,99.72,219.01,Active
PRD-00486,LEG-100485,AUR-000486,Vela Fragrance Product 486,Luma,Beauty & Personal Care,Fragrance,SUP-053,2026-06-22,,92.12,127.87,Active
PRD-00487,LEG-100486,AUR-000487,Vela Travel Product 487,Nova,Sport & Lifestyle,Travel,SUP-013,2021-02-22,,72.98,119.15,Active
PRD-00488,LEG-100487,AUR-000488,Pulse Furniture Product 488,Solara,Home & Living,Furniture,SUP-055,2023-04-28,,45.55,83.92,Active
PRD-00489,LEG-100488,AUR-000489,Vela Smart Product 489,Orion,Electronics & Accessories,Smart Devices,SUP-011,2022-10-29,,36.19,46.83,Active
PRD-00490,LEG-100489,AUR-000490,Aurelia Select Kitchen Product 490,Orion,Home & Living,Kitchen,SUP-027,2021-03-28,,21.82,29.66,Active
PRD-00491,LEG-100490,AUR-000491,Pulse Outdoor Product 491,Orion,Sport & Lifestyle,Outdoor,SUP-007,2026-05-31,,24.96,30.73,Active
PRD-00492,LEG-100491,AUR-000492,Pulse Bedding Product 492,Nova,Home & Living,Bedding,SUP-031,2022-01-29,2022-08-05,64.19,89.38,Discontinued
PRD-00493,LEG-100492,AUR-000493,Aurelia Select Skincare Product 493,Solara,Beauty & Personal Care,Skincare,SUP-041,2020-05-11,,33.64,41.43,Active
PRD-00494,LEG-100493,AUR-000494,Pulse Bedding Product 494,Solara,Home & Living,Bedding,SUP-070,2021-07-03,,71.91,120.74,Active
PRD-00495,LEG-100494,AUR-000495,Nova Bedding Product 495,Aurelia Select,Home & Living,Bedding,SUP-009,2022-12-03,,146.75,280.61,Active
PRD-00496,LEG-100495,AUR-000496,Vela Footwear Product 496,Aurelia Select,Fashion & Accessories,Footwear,SUP-008,2023-11-26,,60.95,80.85,Active
PRD-00497,LEG-100496,AUR-000497,Pulse Fragrance Product 497,Pulse,Beauty & Personal Care,Fragrance,SUP-052,2025-12-09,,64.39,86.43,Active
PRD-00498,LEG-100497,AUR-000498,Orion Men's Product 498,Nova,Fashion & Accessories,Men's Clothing,SUP-040,2026-04-22,,35.47,59.29,Active
PRD-00499,LEG-100498,AUR-000499,Luma Men's Product 499,Solara,Fashion & Accessories,Men's Clothing,SUP-051,2026-04-06,,91.0,141.43,Active
PRD-00500,LEG-100499,AUR-000500,Orion Fitness Product 500,Pulse,Sport & Lifestyle,Fitness,SUP-031,2020-09-08,,17.49,21.78,Active
PRD-00501,LEG-100500,AUR-000501,Nova Men's Product 501,Pulse,Fashion & Accessories,Men's Clothing,SUP-015,2022-04-25,,58.62,89.15,Active
PRD-00502,LEG-100501,AUR-000502,Orion Skincare Product 502,Luma,Beauty & Personal Care,Skincare,SUP-016,2023-06-06,,25.93,48.69,Active
PRD-00503,LEG-100502,AUR-000503,Aurelia Select Men's Product 503,Luma,Fashion & Accessories,Men's Clothing,SUP-064,2025-04-29,,111.85,173.61,Active
PRD-00504,LEG-100503,AUR-000504,Luma Chargers Product 504,Solara,Electronics & Accessories,Chargers,SUP-017,2025-09-06,,12.07,15.01,Active
PRD-00505,LEG-100504,AUR-000505,Aurelia Select Audio Product 505,Solara,Electronics & Accessories,Audio,SUP-055,2021-06-20,,74.97,99.35,Active
PRD-00506,LEG-100505,AUR-000506,Orion Audio Product 506,Nova,Electronics & Accessories,Audio,SUP-064,2023-12-31,2026-07-30,37.03,49.67,Discontinued
PRD-00507,LEG-100506,AUR-000507,Aurelia Select Fragrance Product 507,Mira,Beauty & Personal Care,Fragrance,SUP-022,2023-05-07,,84.22,180.03,Active
PRD-00508,LEG-100507,AUR-000508,Orion Smart Product 508,Nova,Electronics & Accessories,Smart Devices,SUP-015,2020-01-29,,39.3,81.05,Active
PRD-00509,LEG-100508,AUR-000509,Aurelia Select Furniture Product 509,Aurelia Select,Home & Living,Furniture,SUP-032,2020-06-09,,78.01,98.62,Active
PRD-00510,LEG-100509,AUR-000510,Solara Bags Product 510,Pulse,Fashion & Accessories,Bags,SUP-020,2025-08-01,,6.47,9.72,Active
PRD-00511,LEG-100510,AUR-000511,Pulse Furniture Product 511,Vela,Home & Living,Furniture,SUP-042,2024-08-28,,43.72,80.04,Active
PRD-00512,LEG-100511,AUR-000512,Solara Bedding Product 512,Orion,Home & Living,Bedding,SUP-010,2020-06-29,,14.22,22.05,Active
PRD-00513,LEG-100512,AUR-000513,Nova Sports Product 513,Aurelia Select,Sport & Lifestyle,Sports Accessories,SUP-023,2020-11-09,,23.7,51.37,Active
PRD-00514,LEG-100513,AUR-000514,Pulse Furniture Product 514,Nova,Home & Living,Furniture,SUP-060,2024-10-25,,91.17,123.41,Active
PRD-00515,LEG-100514,AUR-000515,Solara Chargers Product 515,Nova,Electronics & Accessories,Chargers,SUP-059,2020-08-22,,29.84,54.41,Active
PRD-00516,LEG-100515,AUR-000516,Vela Footwear Product 516,Orion,Fashion & Accessories,Footwear,SUP-039,2021-05-31,,53.34,105.65,Active
PRD-00517,LEG-100516,AUR-000517,Mira Outdoor Product 517,Solara,Sport & Lifestyle,Outdoor,SUP-064,2020-10-24,,31.15,65.29,Active
PRD-00518,LEG-100517,AUR-000518,Luma Home Product 518,Aurelia Select,Home & Living,Home Décor,SUP-053,2021-09-10,2023-09-10,11.87,15.53,Discontinued
PRD-00519,LEG-100518,AUR-000519,Solara Men's Product 519,Aurelia Select,Fashion & Accessories,Men's Clothing,SUP-043,2024-06-06,,28.89,36.41,Active
PRD-00520,LEG-100519,AUR-000520,Orion Bags Product 520,Nova,Fashion & Accessories,Bags,SUP-027,2023-05-12,,56.8,79.49,Active
PRD-00521,LEG-100520,AUR-000521,Pulse Outdoor Product 521,Mira,Sport & Lifestyle,Outdoor,SUP-008,2022-03-15,,63.48,124.91,Active
PRD-00522,LEG-100521,AUR-000522,Nova Kitchen Product 522,Aurelia Select,Home & Living,Kitchen,SUP-030,2021-03-31,,23.53,40.62,Active
PRD-00523,LEG-100522,AUR-000523,Solara Travel Product 523,Mira,Sport & Lifestyle,Travel,SUP-011,2020-10-05,,34.87,45.43,Active
PRD-00524,LEG-100523,AUR-000524,Luma Fitness Product 524,Pulse,Sport & Lifestyle,Fitness,SUP-010,2023-07-25,,32.65,40.69,Active
PRD-00525,LEG-100524,AUR-000525,Pulse Fitness Product 525,Luma,Sport & Lifestyle,Fitness,SUP-031,2021-11-18,,40.39,60.59,Active
